iShares Russell 1000 ETF
Fund Holdings as of,"Apr 02, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"119,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CGNX","COGNEX CORP","Information Technology","Equity","6,016,785.39","0.01","6,016,785.39","122,367.00","49.17","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","6,015,028.99","0.01","6,015,028.99","34,591.00","173.89","United States","NYSE","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","5,995,234.51","0.01","5,995,234.51","108,629.00","55.19","United States","NASDAQ","USD","1.00","USD","-"
"NFG","NATIONAL FUEL GAS","Utilities","Equity","5,986,268.28","0.01","5,986,268.28","63,387.00","94.44","United States","NYSE","USD","1.00","USD","-"
"TECH","BIO TECHNE CORP","Health Care","Equity","5,988,229.17","0.01","5,988,229.17","112,709.00","53.13","United States","NASDAQ","USD","1.00","USD","-"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Consumer Discretionary","Equity","5,974,591.95","0.01","5,974,591.95","315,615.00","18.93","United States","NYSE","USD","1.00","USD","-"
"QGEN","QIAGEN NV","Health Care","Equity","5,967,239.08","0.01","5,967,239.08","145,436.00","41.03","Germany","NYSE","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","5,955,574.85","0.01","5,955,574.85","23,461.00","253.85","United States","NYSE","USD","1.00","USD","-"
"MOS","MOSAIC","Materials","Equity","5,945,928.68","0.01","5,945,928.68","227,204.00","26.17","United States","NYSE","USD","1.00","USD","-"
"ATR","APTARGROUP INC","Materials","Equity","5,946,285.89","0.01","5,946,285.89","47,189.00","126.01","United States","NYSE","USD","1.00","USD","-"
"LFUS","LITTELFUSE INC","Information Technology","Equity","5,913,705.10","0.01","5,913,705.10","17,065.00","346.54","United States","NASDAQ","USD","1.00","USD","-"
"CHRD","CHORD ENERGY CORP","Energy","Equity","5,905,922.00","0.01","5,905,922.00","41,591.00","142.00","United States","NASDAQ","USD","1.00","USD","-"
"CUBE","CUBESMART REIT","Real Estate","Equity","5,888,850.55","0.01","5,888,850.55","158,345.00","37.19","United States","NYSE","USD","1.00","USD","-"
"ADC","AGREE REALTY REIT CORP","Real Estate","Equity","5,880,966.65","0.01","5,880,966.65","76,765.00","76.61","United States","NYSE","USD","1.00","USD","-"
"R","RYDER SYSTEM INC","Industrials","Equity","5,868,545.25","0.01","5,868,545.25","28,495.00","205.95","United States","NYSE","USD","1.00","USD","-"
"COLB","COLUMBIA BANKING SYSTEM INC","Financials","Equity","5,827,625.88","0.01","5,827,625.88","210,156.00","27.73","United States","NASDAQ","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","5,818,323.55","0.01","5,818,323.55","187,265.00","31.07","United States","NASDAQ","USD","1.00","USD","-"
"AYI","ACUITY INC","Industrials","Equity","5,819,206.53","0.01","5,819,206.53","21,927.00","265.39","United States","NYSE","USD","1.00","USD","-"
"TIGO","MILLICOM INTERNATIONAL CELLULAR SA","Communication","Equity","5,799,305.16","0.01","5,799,305.16","72,819.00","79.64","Sweden","NASDAQ","USD","1.00","USD","-"
"MASI","MASIMO CORP","Health Care","Equity","5,779,350.99","0.01","5,779,350.99","32,361.00","178.59","United States","NASDAQ","USD","1.00","USD","-"
"CR","CRANE","Industrials","Equity","5,778,024.00","0.01","5,778,024.00","34,393.00","168.00","United States","NYSE","USD","1.00","USD","-"
"CFR","CULLEN FROST BANKERS INC","Financials","Equity","5,771,163.36","0.01","5,771,163.36","41,648.00","138.57","United States","NYSE","USD","1.00","USD","-"
"BXP","BXP INC","Real Estate","Equity","5,748,874.50","0.01","5,748,874.50","111,025.00","51.78","United States","NYSE","USD","1.00","USD","-"
"UGI","UGI CORP","Utilities","Equity","5,740,569.17","0.01","5,740,569.17","156,121.00","36.77","United States","NYSE","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES INC","Information Technology","Equity","5,700,768.96","0.01","5,700,768.96","42,366.00","134.56","United States","NASDAQ","USD","1.00","USD","-"
"AXS","AXIS CAPITAL HOLDINGS LTD","Financials","Equity","5,659,867.23","0.01","5,659,867.23","55,669.00","101.67","United States","NYSE","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","5,637,385.39","0.01","5,637,385.39","131,807.00","42.77","United States","NYSE","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","5,628,566.92","0.01","5,628,566.92","70,684.00","79.63","United States","NYSE","USD","1.00","USD","-"
"VMI","VALMONT INDS INC","Industrials","Equity","5,606,756.40","0.01","5,606,756.40","13,916.00","402.90","United States","NYSE","USD","1.00","USD","-"
"FOX","FOX CORP CLASS B","Communication","Equity","5,599,620.31","0.01","5,599,620.31","105,913.00","52.87","United States","NASDAQ","USD","1.00","USD","-"
"SEIC","SEI INVESTMENTS","Financials","Equity","5,576,987.19","0.01","5,576,987.19","72,419.00","77.01","United States","NASDAQ","USD","1.00","USD","-"
"REXR","REXFORD INDUSTRIAL REALTY REIT INC","Real Estate","Equity","5,562,272.16","0.01","5,562,272.16","167,943.00","33.12","United States","NYSE","USD","1.00","USD","-"
"ARW","ARROW ELECTRONICS INC","Information Technology","Equity","5,536,757.70","0.01","5,536,757.70","37,962.00","145.85","United States","NYSE","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","5,533,801.11","0.01","5,533,801.11","54,237.00","102.03","United States","NASDAQ","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","5,515,927.92","0.01","5,515,927.92","175,443.00","31.44","United States","NASDAQ","USD","1.00","USD","-"
"HSIC","HENRY SCHEIN INC","Health Care","Equity","5,504,241.48","0.01","5,504,241.48","74,442.00","73.94","United States","NASDAQ","USD","1.00","USD","-"
"ESI","ELEMENT SOLUTIONS INC","Materials","Equity","5,483,131.20","0.01","5,483,131.20","160,890.00","34.08","United States","NYSE","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","5,471,698.54","0.01","5,471,698.54","75,922.00","72.07","United States","NYSE","USD","1.00","USD","-"
"AM","ANTERO MIDSTREAM CORP","Energy","Equity","5,468,235.50","0.01","5,468,235.50","240,362.00","22.75","United States","NYSE","USD","1.00","USD","-"
"IDA","IDACORP INC","Utilities","Equity","5,464,370.52","0.01","5,464,370.52","37,876.00","144.27","United States","NYSE","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","5,443,843.49","0.01","5,443,843.49","39,451.00","137.99","United States","NYSE","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","5,444,070.36","0.01","5,444,070.36","38,523.00","141.32","United States","NYSE","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","5,392,619.70","0.01","5,392,619.70","289,770.00","18.61","Brazil","NASDAQ","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","5,378,484.56","0.01","5,378,484.56","69,364.00","77.54","United States","NASDAQ","USD","1.00","USD","-"
"KEX","KIRBY CORP","Industrials","Equity","5,360,956.64","0.01","5,360,956.64","39,442.00","135.92","United States","NYSE","USD","1.00","USD","-"
"KNSL","KINSALE CAPITAL GROUP INC","Financials","Equity","5,347,674.50","0.01","5,347,674.50","15,505.00","344.90","United States","NYSE","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","5,340,524.74","0.01","5,340,524.74","36,298.00","147.13","United States","NASDAQ","USD","1.00","USD","-"
"CAG","CONAGRA BRANDS INC","Consumer Staples","Equity","5,341,907.52","0.01","5,341,907.52","339,816.00","15.72","United States","NYSE","USD","1.00","USD","-"
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","5,333,860.56","0.01","5,333,860.56","121,114.00","44.04","United States","NYSE","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","5,324,487.87","0.01","5,324,487.87","82,563.00","64.49","United States","NASDAQ","USD","1.00","USD","-"
"MGM","MGM RESORTS INTERNATIONAL","Consumer Discretionary","Equity","5,324,578.84","0.01","5,324,578.84","145,163.00","36.68","United States","NYSE","USD","1.00","USD","-"
"AOS","A O SMITH CORP","Industrials","Equity","5,271,552.00","0.01","5,271,552.00","81,920.00","64.35","United States","NYSE","USD","1.00","USD","-"
"DOX","AMDOCS LTD","Information Technology","Equity","5,274,741.29","0.01","5,274,741.29","79,403.00","66.43","United States","NASDAQ","USD","1.00","USD","-"
"AMG","AFFILIATED MANAGERS GROUP INC","Financials","Equity","5,262,939.22","0.01","5,262,939.22","19,822.00","265.51","United States","NYSE","USD","1.00","USD","-"
"FR","FIRST INDUSTRIAL REALTY TRUST INC","Real Estate","Equity","5,263,989.74","0.01","5,263,989.74","89,722.00","58.67","United States","NYSE","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","5,257,891.98","0.01","5,257,891.98","121,626.00","43.23","United States","NYSE","USD","1.00","USD","-"
"MTDR","MATADOR RESOURCES","Energy","Equity","5,249,634.00","0.01","5,249,634.00","83,460.00","62.90","United States","NYSE","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","5,242,099.64","0.01","5,242,099.64","185,956.00","28.19","United States","NASDAQ","USD","1.00","USD","-"
"RBRK","RUBRIK INC CLASS A","Information Technology","Equity","5,243,793.60","0.01","5,243,793.60","101,940.00","51.44","United States","NYSE","USD","1.00","USD","-"
"AGCO","AGCO CORP","Industrials","Equity","5,192,989.62","0.01","5,192,989.62","45,318.00","114.59","United States","NYSE","USD","1.00","USD","-"
"PCOR","PROCORE TECHNOLOGIES INC","Information Technology","Equity","5,177,588.76","0.01","5,177,588.76","89,238.00","58.02","United States","NYSE","USD","1.00","USD","-"
"ONON","ON HOLDING AG CLASS A","Consumer Discretionary","Equity","5,156,181.18","0.01","5,156,181.18","156,106.00","33.03","United States","NYSE","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","5,131,285.25","0.01","5,131,285.25","225,551.00","22.75","United States","NYSE","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","5,102,164.48","0.01","5,102,164.48","45,248.00","112.76","United States","NYSE","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","5,089,922.00","0.01","5,089,922.00","469,550.00","10.84","United States","NASDAQ","USD","1.00","USD","-"
"MP","MP MATERIALS CORP CLASS A","Materials","Equity","5,039,190.63","0.01","5,039,190.63","101,331.00","49.73","United States","NYSE","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","5,042,210.88","0.01","5,042,210.88","36,176.00","139.38","United States","NYSE","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","5,028,134.04","0.01","5,028,134.04","30,468.00","165.03","United States","NYSE","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","4,995,984.60","0.01","4,995,984.60","30,042.00","166.30","United States","NYSE","USD","1.00","USD","-"
"NOV","NOV INC","Energy","Equity","4,971,629.40","0.01","4,971,629.40","264,730.00","18.78","United States","NYSE","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","4,946,483.64","0.01","4,946,483.64","68,124.00","72.61","United States","NYSE","USD","1.00","USD","-"
"CE","CELANESE CORP","Materials","Equity","4,943,638.32","0.01","4,943,638.32","77,172.00","64.06","United States","NYSE","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","4,888,377.00","0.01","4,888,377.00","51,300.00","95.29","United States","NASDAQ","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","4,823,686.25","0.01","4,823,686.25","131,975.00","36.55","United States","NYSE","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","4,759,114.36","0.01","4,759,114.36","23,452.00","202.93","United States","NASDAQ","USD","1.00","USD","-"
"AL","AIR LEASE CORP CLASS A","Industrials","Equity","4,755,703.95","0.01","4,755,703.95","73,221.00","64.95","United States","NYSE","USD","1.00","USD","-"
"CART","MAPLEBEAR INC","Consumer Staples","Equity","4,742,579.02","0.01","4,742,579.02","122,326.00","38.77","United States","NASDAQ","USD","1.00","USD","-"
"QRVO","QORVO INC","Information Technology","Equity","4,738,763.10","0.01","4,738,763.10","60,213.00","78.70","United States","NASDAQ","USD","1.00","USD","-"
"JHG","JANUS HENDERSON GROUP PLC","Financials","Equity","4,699,735.50","0.01","4,699,735.50","91,257.00","51.50","United States","NYSE","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","4,681,748.40","0.01","4,681,748.40","115,314.00","40.60","United States","NASDAQ","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","4,669,615.96","0.01","4,669,615.96","93,617.00","49.88","United States","NASDAQ","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","4,657,196.52","0.01","4,657,196.52","27,162.00","171.46","United States","NASDAQ","USD","1.00","USD","-"
"VOYA","VOYA FINANCIAL INC","Financials","Equity","4,594,641.74","0.01","4,594,641.74","68,393.00","67.18","United States","NYSE","USD","1.00","USD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","4,581,753.17","0.01","4,581,753.17","207,413.00","22.09","United States","NYSE","USD","1.00","USD","-"
"ECG","EVERUS CONSTRUCTION GROUP INC","Industrials","Equity","4,556,182.52","0.01","4,556,182.52","36,779.00","123.88","United States","NYSE","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","4,536,011.16","0.01","4,536,011.16","36,711.00","123.56","United States","NYSE","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","4,521,820.05","0.01","4,521,820.05","108,515.00","41.67","United States","NYSE","USD","1.00","USD","-"
"THG","HANOVER INSURANCE GROUP INC","Financials","Equity","4,494,600.30","0.01","4,494,600.30","25,523.00","176.10","United States","NYSE","USD","1.00","USD","-"
"KMX","CARMAX INC","Consumer Discretionary","Equity","4,490,194.38","0.01","4,490,194.38","108,906.00","41.23","United States","NYSE","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","4,476,133.83","0.01","4,476,133.83","33,887.00","132.09","United States","NASDAQ","USD","1.00","USD","-"
"RYN","RAYONIER REIT INC","Real Estate","Equity","4,477,820.90","0.01","4,477,820.90","212,219.00","21.10","United States","NYSE","USD","1.00","USD","-"
"BEN","FRANKLIN RESOURCES INC","Financials","Equity","4,473,190.80","0.01","4,473,190.80","191,162.00","23.40","United States","NYSE","USD","1.00","USD","-"
"OMF","ONEMAIN HOLDINGS INC","Financials","Equity","4,462,126.75","0.01","4,462,126.75","82,525.00","54.07","United States","NYSE","USD","1.00","USD","-"
"HXL","HEXCEL CORP","Industrials","Equity","4,453,503.04","0.01","4,453,503.04","56,224.00","79.21","United States","NYSE","USD","1.00","USD","-"
"MSA","MSA SAFETY INC","Industrials","Equity","4,451,139.84","0.01","4,451,139.84","26,957.00","165.12","United States","NYSE","USD","1.00","USD","-"
"CHWY","CHEWY INC CLASS A","Consumer Discretionary","Equity","4,429,465.76","0.01","4,429,465.76","164,848.00","26.87","United States","NYSE","USD","1.00","USD","-"
"WH","WYNDHAM HOTELS RESORTS INC","Consumer Discretionary","Equity","4,425,712.72","0.01","4,425,712.72","53,867.00","82.16","United States","NYSE","USD","1.00","USD","-"
"LEA","LEAR CORP","Consumer Discretionary","Equity","4,411,821.72","0.01","4,411,821.72","37,218.00","118.54","United States","NYSE","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","4,393,900.68","0.01","4,393,900.68","37,306.00","117.78","United States","NASDAQ","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","4,397,136.24","0.01","4,397,136.24","23,394.00","187.96","United States","NYSE","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","4,386,441.40","0.01","4,386,441.40","251,372.00","17.45","United States","NYSE","USD","1.00","USD","-"
"GXO","GXO LOGISTICS INC","Industrials","Equity","4,387,911.28","0.01","4,387,911.28","82,666.00","53.08","United States","NYSE","USD","1.00","USD","-"
"FNB","FNB CORP","Financials","Equity","4,354,904.28","0.01","4,354,904.28","258,298.00","16.86","United States","NYSE","USD","1.00","USD","-"
"LNC","LINCOLN NATIONAL CORP","Financials","Equity","4,351,698.56","0.01","4,351,698.56","124,762.00","34.88","United States","NYSE","USD","1.00","USD","-"
"PLNT","PLANET FITNESS INC CLASS A","Consumer Discretionary","Equity","4,346,097.00","0.01","4,346,097.00","59,300.00","73.29","United States","NYSE","USD","1.00","USD","-"
"TKR","TIMKEN","Industrials","Equity","4,348,918.88","0.01","4,348,918.88","43,964.00","98.92","United States","NYSE","USD","1.00","USD","-"
"PB","PROSPERITY BANCSHARES INC","Financials","Equity","4,343,700.24","0.01","4,343,700.24","64,812.00","67.02","United States","NYSE","USD","1.00","USD","-"
"G","GENPACT LTD","Industrials","Equity","4,303,454.46","0.01","4,303,454.46","114,029.00","37.74","United States","NYSE","USD","1.00","USD","-"
"SEE","SEALED AIR CORP","Materials","Equity","4,284,248.96","0.01","4,284,248.96","101,812.00","42.08","United States","NYSE","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","4,274,576.54","0.01","4,274,576.54","162,779.00","26.26","United States","NYSE","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","4,270,111.74","0.01","4,270,111.74","16,957.00","251.82","United States","NYSE","USD","1.00","USD","-"
"VFC","VF CORP","Consumer Discretionary","Equity","4,241,455.40","0.01","4,241,455.40","251,420.00","16.87","United States","NYSE","USD","1.00","USD","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","4,190,471.76","0.01","4,190,471.76","29,208.00","143.47","United States","NYSE","USD","1.00","USD","-"
"STWD","STARWOOD PROPERTY TRUST REIT INC","Financials","Equity","4,182,152.52","0.01","4,182,152.52","242,866.00","17.22","United States","NYSE","USD","1.00","USD","-"
"MTG","MGIC INVESTMENT CORP","Financials","Equity","4,147,515.84","0.01","4,147,515.84","156,392.00","26.52","United States","NYSE","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","4,143,126.78","0.01","4,143,126.78","154,479.00","26.82","United States","NYSE","USD","1.00","USD","-"
"LSTR","LANDSTAR SYSTEM INC","Industrials","Equity","4,135,629.10","0.01","4,135,629.10","25,330.00","163.27","United States","NASDAQ","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","4,132,950.00","0.01","4,132,950.00","88,500.00","46.70","United States","NASDAQ","USD","1.00","USD","-"
"BROS","DUTCH BROS INC CLASS A","Consumer Discretionary","Equity","4,134,188.15","0.01","4,134,188.15","82,109.00","50.35","United States","NYSE","USD","1.00","USD","-"
"CHDN","CHURCHILL DOWNS INC","Consumer Discretionary","Equity","4,105,147.23","0.01","4,105,147.23","46,089.00","89.07","United States","NASDAQ","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","4,104,474.90","0.01","4,104,474.90","32,385.00","126.74","United States","NYSE","USD","1.00","USD","-"
"OLLI","OLLIES BARGAIN OUTLET HOLDINGS INC","Consumer Discretionary","Equity","4,053,801.06","0.01","4,053,801.06","42,573.00","95.22","United States","NASDAQ","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","4,054,342.95","0.01","4,054,342.95","22,115.00","183.33","United States","NYSE","USD","1.00","USD","-"
"HR","HEALTHCARE REALTY TRUST INC CLASS","Real Estate","Equity","4,046,004.60","0.01","4,046,004.60","232,529.00","17.40","United States","NYSE","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","4,020,206.65","0.01","4,020,206.65","78,535.00","51.19","United States","NASDAQ","USD","1.00","USD","-"
"GAP","GAP INC","Consumer Discretionary","Equity","4,020,707.97","0.01","4,020,707.97","163,377.00","24.61","United States","NYSE","USD","1.00","USD","-"
"FAF","FIRST AMERICAN FINANCIAL CORP","Financials","Equity","4,007,039.22","0.01","4,007,039.22","68,814.00","58.23","United States","NYSE","USD","1.00","USD","-"
"GTES","GATES INDUSTRIAL PLC","Industrials","Equity","3,968,257.92","0.01","3,968,257.92","180,048.00","22.04","United States","NYSE","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","3,969,570.24","0.01","3,969,570.24","116,478.00","34.08","United States","NASDAQ","USD","1.00","USD","-"
"ESAB","ESAB CORP","Industrials","Equity","3,965,491.44","0.01","3,965,491.44","40,312.00","98.37","United States","NYSE","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","3,960,528.07","0.01","3,960,528.07","25,603.00","154.69","United States","NYSE","USD","1.00","USD","-"
"AAON","AAON INC","Industrials","Equity","3,948,726.24","0.01","3,948,726.24","48,534.00","81.36","United States","NASDAQ","USD","1.00","USD","-"
"SON","SONOCO PRODUCTS","Materials","Equity","3,913,711.44","0.01","3,913,711.44","71,366.00","54.84","United States","NYSE","USD","1.00","USD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","3,906,392.80","0.01","3,906,392.80","94,540.00","41.32","Canada","NYSE","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","3,863,802.67","0.01","3,863,802.67","145,639.00","26.53","United States","NASDAQ","USD","1.00","USD","-"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash and/or Derivatives","Cash Collateral and Margins","3,862,000.00","0.01","3,862,000.00","3,862,000.00","100.00","United States","-","USD","1.00","USD","Oct 01, 2015"
"AN","AUTONATION INC","Consumer Discretionary","Equity","3,858,120.56","0.01","3,858,120.56","19,517.00","197.68","United States","NYSE","USD","1.00","USD","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","3,858,592.00","0.01","3,858,592.00","111,520.00","34.60","United States","NASDAQ","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","3,842,537.60","0.01","3,842,537.60","10,096.00","380.60","United States","NYSE","USD","1.00","USD","-"
"VSNT","VERSANT MEDIA GROUP INC","Communication","Equity","3,839,494.54","0.01","3,839,494.54","102,578.00","37.43","United States","NASDAQ","USD","1.00","USD","-"
"BIO","BIO RAD LABORATORIES INC CLASS A","Health Care","Equity","3,828,863.25","0.01","3,828,863.25","13,675.00","279.99","United States","NYSE","USD","1.00","USD","-"
"GFS","GLOBALFOUNDRIES INC","Information Technology","Equity","3,822,831.25","0.01","3,822,831.25","87,379.00","43.75","United States","NASDAQ","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","3,799,517.95","0.01","3,799,517.95","96,557.00","39.35","United States","NYSE","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","3,774,886.50","0.01","3,774,886.50","282,975.00","13.34","United States","NASDAQ","USD","1.00","USD","-"
"TFX","TELEFLEX INC","Health Care","Equity","3,728,804.31","0.01","3,728,804.31","31,651.00","117.81","United States","NYSE","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","3,704,476.77","0.01","3,704,476.77","432,261.00","8.57","United States","NYSE","USD","1.00","USD","-"
"VNT","VONTIER CORP","Information Technology","Equity","3,696,978.51","0.01","3,696,978.51","104,523.00","35.37","United States","NYSE","USD","1.00","USD","-"
"MSGS","MADISON SQUARE GARDEN SPORTS CORP","Communication","Equity","3,698,764.98","0.01","3,698,764.98","11,398.00","324.51","United States","NYSE","USD","1.00","USD","-"
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Financials","Equity","3,692,931.52","0.01","3,692,931.52","1,702.00","2,169.76","United States","NYSE","USD","1.00","USD","-"
"AVTR","AVANTOR INC","Health Care","Equity","3,695,248.70","0.01","3,695,248.70","467,753.00","7.90","United States","NYSE","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","3,642,993.92","0.01","3,642,993.92","25,024.00","145.58","United States","NYSE","USD","1.00","USD","-"
"OZK","BANK OZK","Financials","Equity","3,626,721.34","0.01","3,626,721.34","78,314.00","46.31","United States","NASDAQ","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","3,606,517.72","0.01","3,606,517.72","19,994.00","180.38","United States","NASDAQ","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","3,595,345.60","0.01","3,595,345.60","37,142.00","96.80","United States","NYSE","USD","1.00","USD","-"
"GNTX","GENTEX CORP","Consumer Discretionary","Equity","3,558,743.46","0.01","3,558,743.46","165,446.00","21.51","United States","NASDAQ","USD","1.00","USD","-"
"AVT","AVNET INC","Information Technology","Equity","3,553,998.41","0.01","3,553,998.41","57,443.00","61.87","United States","NASDAQ","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","3,557,591.68","0.01","3,557,591.68","74,944.00","47.47","United States","NYSE","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","3,543,846.64","0.01","3,543,846.64","68,626.00","51.64","United States","NYSE","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","3,529,289.70","0.01","3,529,289.70","92,754.00","38.05","United States","NYSE","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","3,531,048.00","0.01","3,531,048.00","105,720.00","33.40","United States","NYSE","USD","1.00","USD","-"
"TPG","TPG INC CLASS A","Financials","Equity","3,532,073.34","0.01","3,532,073.34","91,766.00","38.49","United States","NASDAQ","USD","1.00","USD","-"
"RITM","RITHM CAPITAL CORP","Financials","Equity","3,513,293.64","0.01","3,513,293.64","364,828.00","9.63","United States","NYSE","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","3,485,551.14","0.01","3,485,551.14","59,951.00","58.14","United States","NYSE","USD","1.00","USD","-"
"POST","POST HOLDINGS INC","Consumer Staples","Equity","3,472,576.80","0.01","3,472,576.80","34,615.00","100.32","United States","NYSE","USD","1.00","USD","-"
"ST","SENSATA TECHNOLOGIES HOLDING PLC","Industrials","Equity","3,475,432.37","0.01","3,475,432.37","100,417.00","34.61","United States","NYSE","USD","1.00","USD","-"
"EXLS","EXLSERVICE HOLDINGS INC","Industrials","Equity","3,468,961.86","0.01","3,468,961.86","112,119.00","30.94","United States","NASDAQ","USD","1.00","USD","-"
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL","Industrials","Equity","3,456,097.53","0.01","3,456,097.53","34,523.00","100.11","United States","NASDAQ","USD","1.00","USD","-"
"BYD","BOYD GAMING CORP","Consumer Discretionary","Equity","3,448,161.98","0.01","3,448,161.98","41,177.00","83.74","United States","NYSE","USD","1.00","USD","-"
"AUR","AURORA INNOVATION INC CLASS A","Information Technology","Equity","3,444,259.30","0.01","3,444,259.30","829,942.00","4.15","United States","NASDAQ","USD","1.00","USD","-"
"M","MACYS INC","Consumer Discretionary","Equity","3,419,194.68","0.01","3,419,194.68","191,874.00","17.82","United States","NYSE","USD","1.00","USD","-"
