date,equity
2023-10-12,121742.71050669979
2023-10-13,121742.71050669979
2023-10-16,121742.71050669979
2023-10-17,121742.71050669979
2023-10-18,121742.71050669979
2023-10-19,121742.71050669979
2023-10-20,121742.71050669979
2023-10-23,121742.71050669979
2023-10-24,121742.71050669979
2023-10-25,121742.71050669979
2023-10-26,121742.71050669979
2023-10-27,121726.09757031641
2023-10-30,121822.14968060469
2023-10-31,121842.43582905272
2023-11-01,122041.75528761343
2023-11-02,121114.37657540497
2023-11-03,120891.86102117618
2023-11-06,121164.20345854186
2023-11-07,121860.70648127045
2023-11-08,122229.08910291122
2023-11-09,122168.55265992347
2023-11-10,122168.55265992347
2023-11-13,122168.55265992347
2023-11-14,122168.55265992347
2023-11-15,122168.55265992347
2023-11-16,122168.55265992347
2023-11-17,122168.55265992347
2023-11-20,122168.55265992347
2023-11-21,122168.55265992347
2023-11-22,122168.55265992347
2023-11-24,122168.55265992347
2023-11-27,122168.55265992347
2023-11-28,122168.55265992347
2023-11-29,122168.55265992347
2023-11-30,122168.55265992347
2023-12-01,122168.55265992347
2023-12-04,122168.55265992347
2023-12-05,122168.55265992347
2023-12-06,122168.55265992347
2023-12-07,122168.55265992347
2023-12-08,122168.55265992347
2023-12-11,122168.55265992347
2023-12-12,122168.55265992347
2023-12-13,122168.55265992347
2023-12-14,122168.55265992347
2023-12-15,122168.55265992347
2023-12-18,122168.55265992347
2023-12-19,122168.55265992347
2023-12-20,122168.55265992347
2023-12-21,122168.55265992347
2023-12-22,122168.55265992347
2023-12-26,122168.55265992347
2023-12-27,122168.55265992347
2023-12-28,122168.55265992347
2023-12-29,122168.55265992347
2024-01-02,122168.55265992347
2024-01-03,122168.55265992347
2024-01-04,122168.55265992347
