total_return_pct,ann_return_pct,ann_vol_pct,sharpe_ratio,sortino_ratio,calmar_ratio,max_drawdown_pct,win_days_pct,n_trading_days
-11.01,-1.66,2.66,-0.623,-0.233,-0.13,-12.78,6.5,1760
