date,equity,cash,mtm_pnl,n_open,drawdown,dd_scale,open_pairs
2018-06-21,102032.64,103407.91,-1375.27,4,2.418,1.0,PHM/KBH|BAC/PNC|PNC/FITB|BAC/FITB
2018-06-22,101270.15,103304.52,-2034.37,2,3.147,1.0,PHM/KBH|BAC/PNC
2018-06-25,101513.61,103304.52,-1790.9,2,2.915,1.0,PHM/KBH|BAC/PNC
2018-06-26,100734.96,103304.52,-2569.56,2,3.659,1.0,PHM/KBH|BAC/PNC
2018-06-27,100106.08,103304.52,-3198.44,2,4.261,1.0,PHM/KBH|BAC/PNC
2018-06-28,99741.15,103304.52,-3563.37,2,4.61,1.0,PHM/KBH|BAC/PNC
2018-06-29,98677.83,103304.52,-4626.69,2,5.627,1.0,PHM/KBH|BAC/PNC
2018-07-02,100054.3,103304.52,-3250.22,2,4.31,1.0,PHM/KBH|BAC/PNC
2018-07-03,99276.83,103304.52,-4027.69,2,5.054,1.0,PHM/KBH|BAC/PNC
2018-07-05,99920.67,103304.52,-3383.84,2,4.438,1.0,PHM/KBH|BAC/PNC
2018-07-06,100003.55,102032.63,-2029.08,1,4.359,1.0,BAC/PNC
2018-07-09,100619.32,102032.63,-1413.31,1,3.77,1.0,BAC/PNC
2018-07-10,100536.06,100536.06,0.0,0,3.849,1.0,
2018-07-11,100536.06,100536.06,0.0,0,3.849,1.0,
2018-07-12,99994.61,100481.66,-487.05,2,4.367,1.0,DHI/LEN|PHM/KBH
2018-07-13,100126.15,100481.66,-355.51,2,4.241,1.0,DHI/LEN|PHM/KBH
2018-07-16,99587.2,100481.66,-894.46,2,4.757,1.0,DHI/LEN|PHM/KBH
2018-07-17,98912.47,100481.66,-1569.19,2,5.402,1.0,DHI/LEN|PHM/KBH
2018-07-18,98658.44,100481.66,-1823.22,2,5.645,1.0,DHI/LEN|PHM/KBH
2018-07-19,98458.0,100481.66,-2023.66,2,5.837,1.0,DHI/LEN|PHM/KBH
2018-07-20,97600.85,100370.27,-2769.42,3,6.657,0.891,DHI/LEN|PHM/KBH|BAC/PNC
2018-07-23,97248.33,100370.27,-3121.95,3,6.994,0.834,DHI/LEN|PHM/KBH|BAC/PNC
2018-07-24,97750.35,98588.42,-838.07,5,6.514,0.914,DHI/LEN|PHM/KBH|BAC/FITB|AME/ITW|PNC/FITB
2018-07-25,97908.8,98588.42,-679.62,5,6.362,0.94,DHI/LEN|PHM/KBH|BAC/FITB|AME/ITW|PNC/FITB
2018-07-26,97971.86,98786.22,-814.35,4,6.302,0.95,PHM/KBH|BAC/FITB|AME/ITW|PNC/FITB
2018-07-27,98089.13,98786.22,-697.09,4,6.19,0.968,PHM/KBH|BAC/FITB|AME/ITW|PNC/FITB
2018-07-30,97978.73,98786.22,-807.48,4,6.295,0.951,PHM/KBH|BAC/FITB|AME/ITW|PNC/FITB
2018-07-31,97653.85,98740.16,-1086.31,5,6.606,0.899,PHM/KBH|BAC/FITB|AME/ITW|PNC/FITB|XEL/WEC
2018-08-01,97562.13,98710.44,-1148.31,4,6.694,0.884,PHM/KBH|AME/ITW|PNC/FITB|XEL/WEC
2018-08-02,97572.69,98710.44,-1137.75,4,6.684,0.886,PHM/KBH|AME/ITW|PNC/FITB|XEL/WEC
2018-08-03,97555.73,98710.44,-1154.72,4,6.7,0.883,PHM/KBH|AME/ITW|PNC/FITB|XEL/WEC
2018-08-06,97609.12,98710.44,-1101.32,4,6.649,0.892,PHM/KBH|AME/ITW|PNC/FITB|XEL/WEC
2018-08-07,97323.75,98310.48,-986.73,3,6.922,0.846,AME/ITW|PNC/FITB|XEL/WEC
2018-08-08,97271.28,98310.48,-1039.21,3,6.972,0.838,AME/ITW|PNC/FITB|XEL/WEC
2018-08-09,97287.98,98310.48,-1022.51,3,6.956,0.841,AME/ITW|PNC/FITB|XEL/WEC
2018-08-10,97159.53,98192.73,-1033.2,2,7.079,0.82,AME/ITW|XEL/WEC
2018-08-13,97030.71,98192.73,-1162.02,2,7.202,0.8,AME/ITW|XEL/WEC
2018-08-14,97142.8,98192.73,-1049.94,2,7.095,0.818,AME/ITW|XEL/WEC
2018-08-15,97338.92,98192.73,-853.81,2,6.907,0.849,AME/ITW|XEL/WEC
2018-08-16,97187.55,97608.79,-421.24,1,7.052,0.825,AME/ITW
2018-08-17,97160.88,97160.88,0.0,0,7.077,0.82,
2018-08-20,97160.88,97160.88,0.0,0,7.077,0.82,
2018-08-21,97160.88,97160.88,0.0,0,7.077,0.82,
2018-08-22,97109.53,97143.62,-34.09,1,7.127,0.812,PNC/FITB
2018-08-23,96991.25,97143.62,-152.37,1,7.24,0.793,PNC/FITB
2018-08-24,96965.21,97114.45,-149.24,2,7.265,0.789,PNC/FITB|XEL/WEC
2018-08-27,97211.14,97114.45,96.68,2,7.029,0.828,PNC/FITB|XEL/WEC
2018-08-28,97196.31,97114.45,81.86,2,7.044,0.826,PNC/FITB|XEL/WEC
2018-08-29,97163.78,97114.45,49.33,2,7.075,0.821,PNC/FITB|XEL/WEC
2018-08-30,96953.37,97114.45,-161.09,2,7.276,0.787,PNC/FITB|XEL/WEC
2018-08-31,96951.15,97114.45,-163.31,2,7.278,0.787,PNC/FITB|XEL/WEC
2018-09-04,96980.21,97114.45,-134.25,2,7.25,0.792,PNC/FITB|XEL/WEC
2018-09-05,96921.27,97114.45,-193.18,2,7.307,0.782,PNC/FITB|XEL/WEC
2018-09-06,96909.98,97114.45,-204.47,2,7.317,0.78,PNC/FITB|XEL/WEC
2018-09-07,96913.79,97114.45,-200.67,2,7.314,0.781,PNC/FITB|XEL/WEC
2018-09-10,96867.06,96867.06,0.0,0,7.358,0.774,
2018-09-11,96867.06,96867.06,0.0,0,7.358,0.774,
2018-09-12,96867.06,96867.06,0.0,0,7.358,0.774,
2018-09-13,97004.95,96850.77,154.18,1,7.227,0.796,KBH/MHO
2018-09-14,96713.04,96850.77,-137.73,1,7.506,0.749,KBH/MHO
2018-09-17,97002.43,96850.77,151.66,1,7.229,0.795,KBH/MHO
2018-09-18,96700.47,96850.77,-150.3,1,7.518,0.747,KBH/MHO
2018-09-19,96699.14,96850.77,-151.63,1,7.519,0.747,KBH/MHO
2018-09-20,97245.45,96834.44,411.01,2,6.997,0.834,KBH/MHO|PNC/FITB
2018-09-21,97175.84,96823.45,352.39,3,7.063,0.823,KBH/MHO|PNC/FITB|PHM/KBH
2018-09-24,97163.12,96823.45,339.67,3,7.075,0.821,KBH/MHO|PNC/FITB|PHM/KBH
2018-09-25,97174.25,96823.45,350.8,3,7.065,0.823,KBH/MHO|PNC/FITB|PHM/KBH
2018-09-26,97739.7,96823.45,916.25,3,6.524,0.913,KBH/MHO|PNC/FITB|PHM/KBH
2018-09-27,98408.39,96823.45,1584.94,3,5.884,1.0,KBH/MHO|PNC/FITB|PHM/KBH
2018-09-28,98350.02,96823.45,1526.57,3,5.94,1.0,KBH/MHO|PNC/FITB|PHM/KBH
2018-10-01,98308.63,98692.91,-384.28,1,5.98,1.0,PNC/FITB
2018-10-02,98322.1,98692.91,-370.8,1,5.967,1.0,PNC/FITB
2018-10-03,98057.15,98261.76,-204.6,1,6.22,0.963,PHM/MHO
2018-10-04,98540.33,98261.76,278.57,1,5.758,1.0,PHM/MHO
2018-10-05,98668.9,98261.76,407.14,1,5.635,1.0,PHM/MHO
2018-10-08,98520.46,98261.76,258.7,1,5.777,1.0,PHM/MHO
2018-10-09,98603.58,98261.76,341.83,1,5.698,1.0,PHM/MHO
2018-10-10,98576.17,98226.76,349.41,2,5.724,1.0,PHM/MHO|ETN/PH
2018-10-11,98717.8,98226.76,491.04,2,5.588,1.0,PHM/MHO|ETN/PH
2018-10-12,98900.6,98226.76,673.84,2,5.414,1.0,PHM/MHO|ETN/PH
2018-10-15,99014.01,98293.59,720.42,1,5.305,1.0,PHM/MHO
2018-10-16,98338.59,98269.82,68.77,2,5.951,1.0,PHM/MHO|PNC/FITB
2018-10-17,98627.87,98291.07,336.8,1,5.674,1.0,PNC/FITB
2018-10-18,98285.49,98291.07,-5.58,1,6.002,1.0,PNC/FITB
2018-10-19,98441.08,98291.07,150.01,1,5.853,1.0,PNC/FITB
2018-10-22,98075.13,98291.07,-215.93,1,6.203,0.966,PNC/FITB
2018-10-23,97781.54,98291.07,-509.52,1,6.484,0.919,PNC/FITB
2018-10-24,97475.87,98291.07,-815.2,1,6.776,0.871,PNC/FITB
2018-10-25,97707.09,98291.07,-583.98,1,6.555,0.907,PNC/FITB
2018-10-26,97682.23,98291.07,-608.84,1,6.579,0.904,PNC/FITB
2018-10-29,97935.8,98291.07,-355.27,1,6.336,0.944,PNC/FITB
2018-10-30,98278.22,98291.07,-12.84,1,6.009,0.999,PNC/FITB
2018-10-31,98808.43,98291.07,517.36,1,5.502,1.0,PNC/FITB
2018-11-01,98973.16,98291.07,682.1,1,5.344,1.0,PNC/FITB
2018-11-02,98943.35,98291.07,652.29,1,5.373,1.0,PNC/FITB
2018-11-05,98918.68,98918.68,0.0,0,5.396,1.0,
2018-11-06,98918.68,98918.68,0.0,0,5.396,1.0,
2018-11-07,98918.68,98918.68,0.0,0,5.396,1.0,
2018-11-08,98918.68,98918.68,0.0,0,5.396,1.0,
2018-11-09,99202.23,98888.98,313.25,1,5.125,1.0,BAC/FITB
2018-11-12,99568.33,98888.98,679.34,1,4.775,1.0,BAC/FITB
2018-11-13,99582.0,98888.98,693.02,1,4.762,1.0,BAC/FITB
2018-11-14,99837.59,98856.71,980.88,2,4.517,1.0,BAC/FITB|ETN/PH
2018-11-15,99447.17,98856.71,590.45,2,4.891,1.0,BAC/FITB|ETN/PH
2018-11-16,99505.28,98856.71,648.57,2,4.835,1.0,BAC/FITB|ETN/PH
2018-11-19,99384.26,98856.71,527.55,2,4.951,1.0,BAC/FITB|ETN/PH
2018-11-20,99250.81,98856.71,394.09,2,5.079,1.0,BAC/FITB|ETN/PH
2018-11-21,98969.33,98832.7,136.63,3,5.348,1.0,BAC/FITB|ETN/PH|PHM/MHO
2018-11-23,98781.09,99454.61,-673.52,2,5.528,1.0,ETN/PH|PHM/MHO
2018-11-26,98401.37,99454.61,-1053.24,2,5.891,1.0,ETN/PH|PHM/MHO
2018-11-27,97986.49,99454.61,-1468.12,2,6.288,0.952,ETN/PH|PHM/MHO
2018-11-28,97943.13,99454.61,-1511.48,2,6.329,0.945,ETN/PH|PHM/MHO
2018-11-29,97994.65,99454.61,-1459.96,2,6.28,0.953,ETN/PH|PHM/MHO
2018-11-30,97853.52,99416.04,-1562.53,4,6.415,0.931,ETN/PH|PHM/MHO|AME/ITW|PNC/FITB
2018-12-03,96988.24,99416.04,-2427.81,4,7.243,0.793,ETN/PH|PHM/MHO|AME/ITW|PNC/FITB
2018-12-04,99239.45,98797.61,441.85,3,5.09,1.0,PHM/MHO|AME/ITW|PNC/FITB
2018-12-06,98771.21,98797.61,-26.4,3,5.537,1.0,PHM/MHO|AME/ITW|PNC/FITB
2018-12-07,99599.98,98797.61,802.37,3,4.745,1.0,PHM/MHO|AME/ITW|PNC/FITB
2018-12-10,99922.91,98292.63,1630.29,2,4.436,1.0,AME/ITW|PNC/FITB
2018-12-11,100156.12,98292.63,1863.49,2,4.213,1.0,AME/ITW|PNC/FITB
2018-12-12,99697.94,98292.63,1405.31,2,4.651,1.0,AME/ITW|PNC/FITB
2018-12-13,99905.02,99649.27,255.76,1,4.453,1.0,AME/ITW
2018-12-14,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-17,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-18,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-19,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-20,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-21,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-24,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-26,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-27,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-28,99884.93,99884.93,0.0,0,4.472,1.0,
2018-12-31,99884.93,99884.93,0.0,0,4.472,1.0,
2019-01-02,99884.93,99884.93,0.0,0,4.472,1.0,
2019-01-03,99884.93,99884.93,0.0,0,4.472,1.0,
2019-01-04,99884.93,99884.93,0.0,0,4.472,1.0,
2019-01-07,99884.93,99884.93,0.0,0,4.472,1.0,
2019-01-08,99884.93,99884.93,0.0,0,4.472,1.0,
2019-01-09,99884.93,99884.93,0.0,0,4.472,1.0,
2019-01-10,100208.83,99853.29,355.54,1,4.162,1.0,PHM/KBH
2019-01-11,100089.59,99853.29,236.3,1,4.276,1.0,PHM/KBH
2019-01-14,99982.02,99853.29,128.72,1,4.379,1.0,PHM/KBH
2019-01-15,100012.18,99853.29,158.88,1,4.35,1.0,PHM/KBH
2019-01-16,99606.22,99832.07,-225.85,2,4.739,1.0,PHM/KBH|PNC/FITB
2019-01-17,99125.43,99832.07,-706.64,2,5.199,1.0,PHM/KBH|PNC/FITB
2019-01-18,98648.78,99832.07,-1183.29,2,5.654,1.0,PHM/KBH|PNC/FITB
2019-01-22,99097.58,99832.07,-734.49,2,5.225,1.0,PHM/KBH|PNC/FITB
2019-01-23,99145.02,99832.07,-687.05,2,5.18,1.0,PHM/KBH|PNC/FITB
2019-01-24,98925.6,99832.07,-906.47,2,5.39,1.0,PHM/KBH|PNC/FITB
2019-01-25,99156.36,99832.07,-675.71,2,5.169,1.0,PHM/KBH|PNC/FITB
2019-01-28,99217.35,99832.07,-614.72,2,5.111,1.0,PHM/KBH|PNC/FITB
2019-01-29,99202.38,99832.07,-629.69,2,5.125,1.0,PHM/KBH|PNC/FITB
2019-01-30,99239.43,99630.52,-391.1,1,5.09,1.0,PNC/FITB
2019-01-31,99372.54,99630.52,-257.98,1,4.962,1.0,PNC/FITB
2019-02-01,99368.04,99630.52,-262.49,1,4.967,1.0,PNC/FITB
2019-02-04,99097.78,99630.52,-532.74,1,5.225,1.0,PNC/FITB
2019-02-05,99324.73,99630.52,-305.79,1,5.008,1.0,PNC/FITB
2019-02-06,99372.19,99630.52,-258.34,1,4.963,1.0,PNC/FITB
2019-02-07,100018.22,99526.49,491.73,3,4.345,1.0,PNC/FITB|PHM/KBH|ETN/PH
2019-02-08,100318.71,99526.49,792.21,3,4.057,1.0,PNC/FITB|PHM/KBH|ETN/PH
2019-02-11,99668.04,99526.49,141.55,3,4.68,1.0,PNC/FITB|PHM/KBH|ETN/PH
2019-02-12,97222.5,99526.49,-2303.99,3,7.018,0.83,PNC/FITB|PHM/KBH|ETN/PH
2019-02-13,96966.78,99196.05,-2229.27,2,7.263,0.789,PHM/KBH|ETN/PH
2019-02-14,97907.29,99196.05,-1288.76,2,6.364,0.939,PHM/KBH|ETN/PH
2019-02-15,96468.94,99196.05,-2727.11,2,7.739,0.71,PHM/KBH|ETN/PH
2019-02-19,96737.17,96365.87,371.3,3,7.483,0.753,PHM/KBH|BAC/FITB|AME/ITW
2019-02-20,96703.63,96365.87,337.75,3,7.515,0.748,PHM/KBH|BAC/FITB|AME/ITW
2019-02-21,96570.14,96365.87,204.27,3,7.642,0.726,PHM/KBH|BAC/FITB|AME/ITW
2019-02-22,96164.85,96365.87,-201.02,3,8.03,0.662,PHM/KBH|BAC/FITB|AME/ITW
2019-02-25,96252.75,96365.87,-113.13,3,7.946,0.676,PHM/KBH|BAC/FITB|AME/ITW
2019-02-26,96209.37,96365.87,-156.51,3,7.987,0.669,PHM/KBH|BAC/FITB|AME/ITW
2019-02-27,96346.93,96365.87,-18.95,3,7.856,0.691,PHM/KBH|BAC/FITB|AME/ITW
2019-02-28,96601.34,96365.87,235.46,3,7.613,0.731,PHM/KBH|BAC/FITB|AME/ITW
2019-03-01,96613.3,96442.92,170.38,2,7.601,0.733,PHM/KBH|BAC/FITB
2019-03-04,96648.93,96615.33,33.6,1,7.567,0.739,BAC/FITB
2019-03-05,96636.33,96615.33,21.0,1,7.579,0.737,BAC/FITB
2019-03-06,96793.16,96606.03,187.12,2,7.429,0.762,BAC/FITB|KBH/MHO
2019-03-07,96318.72,96606.03,-287.32,2,7.883,0.686,BAC/FITB|KBH/MHO
2019-03-08,96048.93,96606.03,-557.1,2,8.141,0.643,BAC/FITB|KBH/MHO
2019-03-11,95579.44,96606.03,-1026.6,2,8.59,0.568,BAC/FITB|KBH/MHO
2019-03-12,95877.38,96606.03,-728.65,2,8.305,0.616,BAC/FITB|KBH/MHO
2019-03-13,95950.85,96606.03,-655.18,2,8.235,0.628,BAC/FITB|KBH/MHO
2019-03-14,96040.22,96563.42,-523.2,4,8.149,0.642,BAC/FITB|KBH/MHO|XEL/WEC|PNC/FITB
2019-03-15,96014.2,96563.42,-549.22,4,8.174,0.638,BAC/FITB|KBH/MHO|XEL/WEC|PNC/FITB
2019-03-18,95786.03,96068.63,-282.6,3,8.392,0.601,BAC/FITB|XEL/WEC|PNC/FITB
2019-03-19,95711.98,96054.88,-342.89,4,8.463,0.589,BAC/FITB|XEL/WEC|PNC/FITB|PHM/MHO
2019-03-20,95886.13,96054.88,-168.75,4,8.297,0.617,BAC/FITB|XEL/WEC|PNC/FITB|PHM/MHO
2019-03-21,95949.74,96054.88,-105.14,4,8.236,0.627,BAC/FITB|XEL/WEC|PNC/FITB|PHM/MHO
2019-03-22,96579.58,95830.86,748.72,3,7.633,0.728,BAC/FITB|PNC/FITB|PHM/MHO
2019-03-25,96756.33,95830.86,925.47,3,7.464,0.756,BAC/FITB|PNC/FITB|PHM/MHO
2019-03-26,96865.64,96577.95,287.69,2,7.36,0.773,BAC/FITB|PHM/MHO
2019-03-27,97319.98,96637.14,682.84,1,6.925,0.846,PHM/MHO
2019-03-28,97194.46,96637.14,557.32,1,7.045,0.826,PHM/MHO
2019-03-29,97105.31,96637.14,468.17,1,7.131,0.812,PHM/MHO
2019-04-01,97072.45,96637.14,435.31,1,7.162,0.806,PHM/MHO
2019-04-02,97028.37,96637.14,391.23,1,7.204,0.799,PHM/MHO
2019-04-03,97057.71,96637.14,420.57,1,7.176,0.804,PHM/MHO
2019-04-04,97331.06,96637.14,693.92,1,6.915,0.848,PHM/MHO
2019-04-05,97415.23,96637.14,778.09,1,6.834,0.861,PHM/MHO
2019-04-08,97340.22,96637.14,703.08,1,6.906,0.849,PHM/MHO
2019-04-09,97255.26,96637.14,618.12,1,6.987,0.835,PHM/MHO
2019-04-10,97338.3,96637.14,701.16,1,6.908,0.849,PHM/MHO
2019-04-11,97470.12,96637.14,832.98,1,6.782,0.87,PHM/MHO
2019-04-12,97508.29,96637.14,871.15,1,6.745,0.876,PHM/MHO
2019-04-15,97560.73,96637.14,923.59,1,6.695,0.884,PHM/MHO
2019-04-16,97659.24,96637.14,1022.1,1,6.601,0.9,PHM/MHO
2019-04-17,97757.95,96637.14,1120.81,1,6.506,0.916,PHM/MHO
2019-04-18,97863.55,96637.14,1226.41,1,6.405,0.932,PHM/MHO
2019-04-22,97878.22,96637.14,1241.08,1,6.391,0.935,PHM/MHO
2019-04-23,98362.22,96538.48,1823.75,4,5.928,1.0,PHM/MHO|DHI/LEN|PHM/KBH|PNC/FITB
2019-04-24,98533.15,98176.08,357.07,3,5.765,1.0,DHI/LEN|PHM/KBH|PNC/FITB
2019-04-25,98531.0,98176.08,354.92,3,5.767,1.0,DHI/LEN|PHM/KBH|PNC/FITB
2019-04-26,98214.19,98176.08,38.1,3,6.07,0.988,DHI/LEN|PHM/KBH|PNC/FITB
2019-04-29,97885.84,98140.11,-254.27,4,6.384,0.936,DHI/LEN|PHM/KBH|PNC/FITB|XEL/WEC
2019-04-30,98119.28,98140.11,-20.83,4,6.161,0.973,DHI/LEN|PHM/KBH|PNC/FITB|XEL/WEC
2019-05-01,98025.65,98140.11,-114.46,4,6.25,0.958,DHI/LEN|PHM/KBH|PNC/FITB|XEL/WEC
2019-05-02,97766.82,98140.11,-373.29,4,6.498,0.917,DHI/LEN|PHM/KBH|PNC/FITB|XEL/WEC
2019-05-03,97857.4,98097.28,-239.88,3,6.411,0.931,DHI/LEN|PHM/KBH|PNC/FITB
2019-05-06,97677.73,97382.3,295.43,2,6.583,0.903,PHM/KBH|PNC/FITB
2019-05-07,97551.46,97382.3,169.15,2,6.704,0.883,PHM/KBH|PNC/FITB
2019-05-08,97659.38,97355.03,304.35,3,6.601,0.9,PHM/KBH|PNC/FITB|PHM/MHO
2019-05-09,97455.89,97355.03,100.85,3,6.795,0.867,PHM/KBH|PNC/FITB|PHM/MHO
2019-05-10,97191.84,97055.33,136.52,2,7.048,0.825,PHM/KBH|PHM/MHO
2019-05-13,97376.56,97123.77,252.79,2,6.871,0.855,PHM/MHO|AME/ITW
2019-05-14,97163.86,97123.77,40.08,2,7.075,0.821,PHM/MHO|AME/ITW
2019-05-15,97193.06,97123.77,69.28,2,7.047,0.826,PHM/MHO|AME/ITW
2019-05-16,97116.5,97123.77,-7.27,2,7.12,0.813,PHM/MHO|AME/ITW
2019-05-17,96853.18,97123.77,-270.59,2,7.372,0.771,PHM/MHO|AME/ITW
2019-05-20,96871.44,97123.77,-252.34,2,7.354,0.774,PHM/MHO|AME/ITW
2019-05-21,96784.74,97026.31,-241.57,1,7.437,0.76,PHM/MHO
2019-05-22,96716.39,97026.31,-309.91,1,7.503,0.75,PHM/MHO
2019-05-23,96756.61,97026.31,-269.69,1,7.464,0.756,PHM/MHO
2019-05-24,96712.47,97026.31,-313.84,1,7.506,0.749,PHM/MHO
2019-05-28,96922.49,97026.31,-103.81,1,7.305,0.782,PHM/MHO
2019-05-29,96988.75,97026.31,-37.56,1,7.242,0.793,PHM/MHO
2019-05-30,96771.69,97026.31,-254.62,1,7.45,0.758,PHM/MHO
2019-05-31,96898.3,97026.31,-128.0,1,7.329,0.779,PHM/MHO
2019-06-03,96862.39,97026.31,-163.92,1,7.363,0.773,PHM/MHO
2019-06-04,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-05,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-06,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-07,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-10,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-11,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-12,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-13,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-14,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-17,96835.06,96835.06,0.0,0,7.389,0.768,
2019-06-18,96933.77,96807.85,125.92,1,7.295,0.784,PHM/MHO
2019-06-19,96676.4,96807.85,-131.45,1,7.541,0.743,PHM/MHO
2019-06-20,96702.11,96807.85,-105.73,1,7.516,0.747,PHM/MHO
2019-06-21,96862.01,96807.85,54.17,1,7.363,0.773,PHM/MHO
2019-06-24,96662.47,96791.84,-129.38,2,7.554,0.741,PHM/MHO|PHM/KBH
2019-06-25,96975.88,96791.84,184.03,2,7.254,0.791,PHM/MHO|PHM/KBH
2019-06-26,96856.04,96750.48,105.56,3,7.369,0.772,PHM/MHO|PHM/KBH|KBH/MHO
2019-06-27,96631.28,96750.48,-119.2,3,7.584,0.736,PHM/MHO|PHM/KBH|KBH/MHO
2019-06-28,96367.47,96721.33,-353.87,4,7.836,0.694,PHM/MHO|PHM/KBH|KBH/MHO|AME/ITW
2019-07-01,96332.49,96721.33,-388.84,4,7.87,0.688,PHM/MHO|PHM/KBH|KBH/MHO|AME/ITW
2019-07-02,96164.14,96281.05,-116.92,3,8.031,0.662,PHM/KBH|KBH/MHO|AME/ITW
2019-07-03,96252.11,96281.05,-28.94,3,7.947,0.676,PHM/KBH|KBH/MHO|AME/ITW
2019-07-05,96765.01,96281.05,483.95,3,7.456,0.757,PHM/KBH|KBH/MHO|AME/ITW
2019-07-08,96666.08,96281.05,385.03,3,7.551,0.742,PHM/KBH|KBH/MHO|AME/ITW
2019-07-09,96637.43,96228.38,409.05,2,7.578,0.737,KBH/MHO|AME/ITW
2019-07-10,96331.98,96801.18,-469.2,1,7.87,0.688,KBH/MHO
2019-07-11,96201.26,96801.18,-599.92,1,7.995,0.667,KBH/MHO
2019-07-12,95735.77,96801.18,-1065.4,1,8.44,0.593,KBH/MHO
2019-07-15,96013.81,96801.18,-787.37,1,8.174,0.638,KBH/MHO
2019-07-16,95968.64,95968.64,0.0,0,8.218,0.63,
2019-07-17,95968.64,95968.64,0.0,0,8.218,0.63,
2019-07-18,95968.64,95968.64,0.0,0,8.218,0.63,
2019-07-19,95968.64,95968.64,0.0,0,8.218,0.63,
2019-07-22,95968.64,95968.64,0.0,0,8.218,0.63,
2019-07-23,95968.64,95968.64,0.0,0,8.218,0.63,
2019-07-24,95808.6,95961.18,-152.59,1,8.371,0.605,DHI/LEN
2019-07-25,95740.34,95944.75,-204.41,2,8.436,0.594,DHI/LEN|PHM/KBH
2019-07-26,95820.81,95944.75,-123.94,2,8.359,0.607,DHI/LEN|PHM/KBH
2019-07-29,95977.38,95930.54,46.84,3,8.209,0.632,DHI/LEN|PHM/KBH|KBH/MHO
2019-07-30,94899.57,95921.22,-1021.64,4,9.24,0.46,DHI/LEN|PHM/KBH|KBH/MHO|PHM/MHO
2019-07-31,95677.4,95921.22,-243.82,4,8.496,0.584,DHI/LEN|PHM/KBH|KBH/MHO|PHM/MHO
2019-08-01,95028.46,95921.22,-892.76,4,9.117,0.481,DHI/LEN|PHM/KBH|KBH/MHO|PHM/MHO
2019-08-02,95578.22,96150.33,-572.11,3,8.591,0.568,DHI/LEN|KBH/MHO|PHM/MHO
2019-08-05,95879.67,95072.53,807.13,2,8.303,0.616,KBH/MHO|PHM/MHO
2019-08-06,95776.64,95072.53,704.11,2,8.401,0.6,KBH/MHO|PHM/MHO
2019-08-07,95235.24,95072.53,162.71,2,8.919,0.513,KBH/MHO|PHM/MHO
2019-08-08,94762.74,95072.53,-309.8,2,9.371,0.438,KBH/MHO|PHM/MHO
2019-08-09,95127.69,95072.53,55.16,2,9.022,0.496,KBH/MHO|PHM/MHO
2019-08-12,95344.31,95072.53,271.77,2,8.815,0.531,KBH/MHO|PHM/MHO
2019-08-13,94727.6,95072.53,-344.93,2,9.405,0.433,KBH/MHO|PHM/MHO
2019-08-14,95138.67,95072.53,66.14,2,9.011,0.498,KBH/MHO|PHM/MHO
2019-08-15,95270.34,95072.53,197.8,2,8.885,0.519,KBH/MHO|PHM/MHO
2019-08-16,94907.94,95072.53,-164.6,2,9.232,0.461,KBH/MHO|PHM/MHO
2019-08-19,94708.13,94820.52,-112.39,1,9.423,0.429,KBH/MHO
2019-08-20,94693.45,94693.45,0.0,0,9.437,0.427,
2019-08-21,94693.45,94693.45,0.0,0,9.437,0.427,
2019-08-22,94693.45,94693.45,0.0,0,9.437,0.427,
2019-08-23,94693.45,94693.45,0.0,0,9.437,0.427,
2019-08-26,94834.18,94653.64,180.53,2,9.303,0.45,KBH/MHO|PHM/MHO
2019-08-27,95108.3,94653.64,454.66,2,9.04,0.493,KBH/MHO|PHM/MHO
2019-08-28,94965.04,94653.64,311.4,2,9.177,0.47,KBH/MHO|PHM/MHO
2019-08-29,94718.04,94653.64,64.4,2,9.414,0.431,KBH/MHO|PHM/MHO
2019-08-30,94860.92,94653.64,207.28,2,9.277,0.454,KBH/MHO|PHM/MHO
2019-09-03,94971.45,94653.64,317.81,2,9.171,0.471,KBH/MHO|PHM/MHO
2019-09-04,95066.66,94653.64,413.01,2,9.08,0.487,KBH/MHO|PHM/MHO
2019-09-05,95000.32,94653.64,346.68,2,9.144,0.476,KBH/MHO|PHM/MHO
2019-09-06,95408.34,94653.64,754.7,2,8.754,0.541,KBH/MHO|PHM/MHO
2019-09-09,95170.33,94653.64,516.69,2,8.981,0.503,KBH/MHO|PHM/MHO
